id,text,anger,fear,joy,sadness,surprise
eng_train_track_a_02506,"I tried to lift my body but somehow it felt so hard $ My head hurt, my eyes were screaming to close and rest.",0,1,0,1,0
eng_train_track_a_02517,"I stood there at the front door with the key in my hand and every time I tried to unlock it, I started shaking so much that I couldn't get the key in the lock!",0,1,0,0,0
eng_train_track_a_02525,"This...desire, this problem?",0,1,0,1,1
eng_train_track_a_02529,"After that it went downhill with me feeling like I was going to throw up, my throat hurting like hell and my head punding.",0,1,0,1,0
eng_train_track_a_02531,You get the picture.,0,0,0,0,0
eng_train_track_a_02544,"My neck still hurts while I'm working, and I was only there for an hour so it was totally unnecessary to go there at all.",1,1,0,0,0
eng_train_track_a_02549,My hands went numb within 10 minutes.,0,1,0,0,0
eng_train_track_a_02553,"I'm now really scared cuz it's moving faster and suddenly, this shadow seems to get out of a crouch position to stand up, and begins to flail it's limbs as it's running towards me.",0,1,0,0,1
eng_train_track_a_02563,The couple broke up a few months after we moved in and the tension was insane.,1,1,0,1,1
eng_train_track_a_02571,All of the sudden I hear both of them scream bloody murder.,0,1,0,0,1
eng_train_track_a_02572,"Everything, and I mean everything, matched up.",0,0,1,0,0
eng_train_track_a_02576,I was scared shitless because I knew I was going to be in huge trouble.,0,1,0,0,0
eng_train_track_a_02589,"The anesthesiologist put an oxygen mask over my face, told me it wasn't the good stuff yet, then I woke up to the room flipping around.",0,1,0,0,1
eng_train_track_a_02598,My head pounded from all the screaming.,0,1,0,0,0
eng_train_track_a_02600,I want to face turmoil or something tragic.,0,1,0,1,0
eng_train_track_a_02621,So was the suddenly loss of strength in my legs.,0,1,0,0,0
eng_train_track_a_02624,"It was a dark, awful feeling.",0,1,0,1,0
eng_train_track_a_02648,I've been thinking about it more and can't get my head around it.,0,1,0,0,0
eng_train_track_a_02650,"I get a huge grin on my face and say, `` Why yes, he's been sleeping all night for two weeks now.",0,0,1,0,0
eng_train_track_a_02651,I also noticed that last year my back was killing me and I was popping Ibuprofen all night.,0,1,0,1,0
eng_train_track_a_02668,"My left molar came loose, and looking at it, there was a mushroom-like thing ( like a Mario mushroom, with a red cap ) and black mold coming from the root, as it came out of my mouth.",0,1,0,1,1
eng_train_track_a_02675,Late yesterday afternoon my shoulder began to ache.,0,1,0,0,0
eng_train_track_a_02697,"It hit ground floor with a heavy bump, my stomach bounced into my throat and back again.",0,1,0,0,0
eng_train_track_a_02710,See my thumbs.,0,0,0,0,0
eng_train_track_a_02726,"Something bad, I mean.",0,1,0,1,0
eng_train_track_a_02732,"They all bombarded me, pulling at my hair, repeatedly taunting me without rest... My chest began to tighten; that last of breath of air forced out of my lungs.",1,1,0,1,0
eng_train_track_a_02746,Later when we got home she saw all her presents on the kitchen table.,0,0,1,0,1
eng_train_track_a_02750,I had to be flown to the hospital.,0,1,0,1,1
eng_train_track_a_02755,So now my knee is hyperextended and it hurts like a bitch.,1,1,0,1,0
eng_train_track_a_02763,"like, brain freeze on my leg!!",0,1,0,1,1
eng_train_track_a_02765,"I then did the dishes, whitened my teeth, watched some more daytime tv, and had some lunch.",0,0,0,0,0
